Record ID,User ID,User Name,Age,Gender,City,Height (cm),Weight (kg),Workout Type,Workout Duration (Minutes),Calories Burned,Steps,Heart Rate (BPM),Resting Heart Rate (BPM),Sleep Hours,Water Intake (Liters),Daily Calories Intake,Workout Frequency,Fitness Level,Activity Date,Age Group,BMI,BMI Category,Sleep Category,Fitness Level Numeric,Fitness Score,Fitness Score Category,User Fitness Rank,Year,Month,Month Name,Day,Day of Week,Is Weekend,Year-Month
R0189,U079,User_079,37,Male,Karachi,155.3,71.7,Running,61,688,11524,163,71,6.4,3.5,2607,6,Advanced,2025-12-03,36-45,29.72872229931972,Overweight,6-8 hours,3,61.86,Good,16,2025,12,December,3,Wednesday,False,2025-12
R0462,U056,User_056,35,Female,Multan,170.9,58.5,Walking,27,141,9019,118,70,8.7,2.4,2342,5,Advanced,2026-08-14,26-35,20.029575294255004,Normal Weight,More than 8 hours,3,35.99,Moderate,91,2026,8,August,14,Friday,False,2026-08
R0396,U057,User_057,22,Male,Lahore,169.4,73.1,Running,65,642,12439,147,62,8.4,3.1,2335,7,Professional,2026-02-19,18-25,25.473614075095238,Overweight,More than 8 hours,4,70.0,Good,4,2026,2,February,19,Thursday,False,2026-02
R0238,U035,User_035,18,Female,Karachi,174.1,68.7,Swimming,38,365,11828,137,66,8.1,3.7,2339,6,Advanced,2026-06-17,18-25,22.665181168038735,Normal Weight,More than 8 hours,3,51.73,Good,1,2026,6,June,17,Wednesday,False,2026-06
R0194,U045,User_045,43,Male,Gujranwala,189.8,73.5,Cardio,66,568,9691,135,71,5.8,4.1,2247,3,Intermediate,2025-12-12,36-45,20.403041968640938,Normal Weight,Less than 6 hours,2,45.59,Moderate,21,2025,12,December,12,Friday,False,2025-12
R0082,U047,User_047,49,Male,Multan,175.2,59.7,Cardio,49,403,6883,140,64,7.1,3.5,2231,4,Intermediate,2026-07-09,46-55,19.449396384562462,Normal Weight,6-8 hours,2,37.8,Moderate,39,2026,7,July,9,Thursday,False,2026-07
R0110,U056,User_056,35,Female,Multan,170.9,58.5,Yoga,47,169,11683,142,62,8.1,2.7,2160,7,Professional,2026-08-10,26-35,20.029575294255004,Normal Weight,More than 8 hours,4,51.91,Good,91,2026,8,August,10,Monday,False,2026-08
R0461,U051,User_051,23,Female,Sialkot,169.6,89.4,Weight Training,48,389,9321,129,66,8.0,3.1,2288,4,Advanced,2026-01-17,18-25,31.08034442862229,Obese,6-8 hours,3,43.21,Moderate,45,2026,1,January,17,Saturday,True,2026-01
R0146,U052,User_052,28,Female,Islamabad,159.3,83.9,Cardio,26,222,7919,107,80,6.7,3.0,2492,2,Beginner,2026-04-02,26-35,33.062098028529554,Obese,6-8 hours,1,22.43,Low,33,2026,4,April,2,Thursday,False,2026-04
R0093,U008,User_008,28,Female,Quetta,173.3,53.4,Walking,38,199,8499,123,73,7.4,3.4,2410,2,Beginner,2026-07-20,26-35,17.780506637889324,Underweight,6-8 hours,1,26.88,Moderate,67,2026,7,July,20,Monday,False,2026-07
R0153,U070,User_070,43,Female,Lahore,166.0,75.5,Yoga,52,184,7280,112,71,5.9,2.6,2469,3,Intermediate,2026-06-20,36-45,27.398751633038177,Overweight,Less than 6 hours,2,28.32,Moderate,98,2026,6,June,20,Saturday,True,2026-06
R0245,U050,User_050,58,Male,Karachi,178.8,53.8,Running,62,508,8471,150,75,6.7,3.5,2638,2,Beginner,2025-11-27,56+,16.828571285577723,Underweight,6-8 hours,1,39.07,Moderate,71,2025,11,November,27,Thursday,False,2025-11
R0415,U025,User_025,18,Male,Rawalpindi,172.2,59.6,Swimming,40,357,7791,125,75,7.1,3.0,2560,2,Beginner,2026-03-19,18-25,20.099255248401164,Normal Weight,6-8 hours,1,29.55,Moderate,24,2026,3,March,19,Thursday,False,2026-03
R0506,U057,User_057,22,Male,Lahore,169.4,73.1,Yoga,53,165,12528,122,68,6.5,3.0,2442,2,Beginner,2026-05-31,18-25,25.473614075095238,Overweight,6-8 hours,1,35.41,Moderate,4,2026,5,May,31,Sunday,True,2026-05
R0084,U056,User_056,35,Female,Multan,170.9,58.5,Walking,50,224,8838,119,67,5.5,2.6,2341,3,Beginner,2025-10-14,26-35,20.029575294255004,Normal Weight,Less than 6 hours,1,31.07,Moderate,91,2025,10,October,14,Tuesday,False,2025-10
R0104,U078,User_078,37,Male,Quetta,178.3,69.6,Running,38,350,8102,143,65,7.7,3.0,2572,3,Intermediate,2025-11-22,36-45,21.89306433383903,Normal Weight,6-8 hours,2,33.82,Moderate,30,2025,11,November,22,Saturday,True,2025-11
R0166,U095,User_095,24,Female,Faisalabad,182.0,72.4,Running,33,379,6899,117,71,6.1,2.6,2676,2,Beginner,2026-06-20,18-25,21.857263615505374,Normal Weight,6-8 hours,1,25.15,Moderate,96,2026,6,June,20,Saturday,True,2026-06
R0164,U062,User_062,30,Male,Faisalabad,170.7,67.2,Cardio,45,454,8664,118,69,5.8,3.9,2000,1,Beginner,2025-09-08,26-35,23.062279479822056,Normal Weight,Less than 6 hours,1,29.26,Moderate,47,2025,9,September,8,Monday,False,2025-09
R0200,U019,User_019,30,Male,Rawalpindi,170.6,77.4,Running,42,474,7490,114,74,5.8,2.9,2552,3,Beginner,2026-02-03,26-35,26.593953620694634,Overweight,Less than 6 hours,1,33.58,Moderate,20,2026,2,February,3,Tuesday,False,2026-02
R0256,U022,User_022,37,Male,Sialkot,170.4,76.6,Yoga,73,244,8065,138,58,7.2,3.0,2274,6,Advanced,2026-04-06,36-45,26.380898851638783,Overweight,6-8 hours,3,48.36,Moderate,29,2026,4,April,6,Monday,False,2026-04
R0075,U049,User_049,40,Male,Lahore,164.8,56.9,HIIT,31,356,6421,117,74,8.5,2.5,2395,4,Advanced,2025-10-05,36-45,20.950666886605706,Normal Weight,More than 8 hours,3,33.93,Moderate,53,2025,10,October,5,Sunday,True,2025-10
R0324,U005,User_005,32,Male,Gujranwala,174.6,73.7,Weight Training,52,422,7641,121,72,5.8,3.5,2455,5,Intermediate,2025-09-04,26-35,24.175697290091314,Normal Weight,Less than 6 hours,2,41.53,Moderate,59,2025,9,September,4,Thursday,False,2025-09
R0239,U094,User_094,26,Female,Peshawar,170.2,60.4,Cycling,56,590,12199,139,58,5.9,2.8,2181,4,Intermediate,2025-10-07,26-35,20.85056496746069,Normal Weight,Less than 6 hours,2,51.95,Good,11,2025,10,October,7,Tuesday,False,2025-10
R0497,U087,User_087,47,Female,Islamabad,145.0,70.4,Weight Training,67,408,8660,146,79,7.0,3.3,2683,1,Beginner,2026-02-05,46-55,33.48394768133175,Obese,6-8 hours,1,35.22,Moderate,70,2026,2,February,5,Thursday,False,2026-02
R0120,U028,User_028,25,Male,Karachi,178.5,81.2,Cardio,46,347,8289,144,66,7.8,3.4,2692,2,Beginner,2026-04-11,18-25,25.48470368539573,Overweight,6-8 hours,1,32.78,Moderate,41,2026,4,April,11,Saturday,True,2026-04
R0305,U042,User_042,21,Male,Karachi,166.9,67.3,Running,56,700,10685,142,68,6.5,3.1,2582,2,Beginner,2026-06-08,18-25,24.160303795178063,Normal Weight,6-8 hours,1,46.29,Moderate,66,2026,6,June,8,Monday,False,2026-06
R0313,U029,User_029,32,Female,Islamabad,156.6,71.7,Running,53,477,7212,126,67,7.7,3.4,2269,3,Advanced,2025-11-20,26-35,29.237190685202318,Overweight,6-8 hours,3,38.89,Moderate,55,2025,11,November,20,Thursday,False,2025-11
R0267,U037,User_037,35,Male,Peshawar,177.6,84.4,Cycling,65,534,12091,142,61,7.2,3.8,2264,4,Intermediate,2025-11-30,26-35,26.758177096014936,Overweight,6-8 hours,2,54.6,Good,8,2025,11,November,30,Sunday,True,2025-11
R0513,U067,User_067,18,Male,Gujranwala,173.5,75.7,Walking,36,221,6409,125,75,7.4,2.3,2334,2,Beginner,2026-08-03,18-25,25.14762185550914,Overweight,6-8 hours,1,23.12,Low,17,2026,8,August,3,Monday,False,2026-08
R0422,U091,User_091,43,Male,Faisalabad,183.7,75.4,Yoga,63,217,11627,144,73,7.0,3.8,2336,2,Beginner,2026-04-07,36-45,22.343594100461427,Normal Weight,6-8 hours,1,38.24,Moderate,35,2026,4,April,7,Tuesday,False,2026-04
R0493,U074,User_074,37,Female,Islamabad,172.6,68.8,Swimming,47,485,8656,130,78,8.6,3.2,2302,3,Beginner,2026-04-02,36-45,23.094409138941067,Normal Weight,More than 8 hours,1,41.87,Moderate,37,2026,4,April,2,Thursday,False,2026-04
R0393,U036,User_036,34,Female,Faisalabad,179.2,88.5,Swimming,46,407,9490,116,67,6.6,2.4,2561,4,Intermediate,2026-01-29,26-35,27.559241470025515,Overweight,6-8 hours,2,41.16,Moderate,89,2026,1,January,29,Thursday,False,2026-01
R0438,U029,User_029,32,Female,Islamabad,156.6,71.7,HIIT,54,660,9564,132,66,6.1,2.8,1978,2,Beginner,2026-01-15,26-35,29.237190685202318,Overweight,6-8 hours,1,42.08,Moderate,55,2026,1,January,15,Thursday,False,2026-01
R0404,U047,User_047,49,Male,Multan,175.2,59.7,Cycling,61,636,9407,123,72,6.9,3.2,2206,4,Intermediate,2026-02-27,46-55,19.449396384562462,Normal Weight,6-8 hours,2,50.82,Good,39,2026,2,February,27,Friday,False,2026-02
R0285,U097,User_097,33,Male,Karachi,179.5,93.8,Walking,39,192,11095,119,64,7.2,3.3,2330,3,Beginner,2026-04-24,26-35,29.112126690512955,Overweight,6-8 hours,1,34.71,Moderate,74,2026,4,April,24,Friday,False,2026-04
R0287,U063,User_063,43,Female,Peshawar,163.0,78.2,HIIT,21,234,6813,97,75,7.0,2.2,2464,3,Beginner,2025-09-04,36-45,29.43279762128797,Overweight,6-8 hours,1,23.37,Low,54,2025,9,September,4,Thursday,False,2025-09
R0037,U043,User_043,47,Male,Lahore,164.6,76.9,Walking,20,95,9553,111,81,7.8,2.5,2318,1,Beginner,2025-11-22,46-55,28.383547729390006,Overweight,6-8 hours,1,19.33,Low,97,2025,11,November,22,Saturday,True,2025-11
R0197,U070,User_070,43,Female,Lahore,166.0,75.5,Cardio,50,416,8534,128,66,6.9,3.2,2259,3,Beginner,2026-08-13,36-45,27.398751633038177,Overweight,6-8 hours,1,37.73,Moderate,98,2026,8,August,13,Thursday,False,2026-08
R0140,U008,User_008,28,Female,Quetta,173.3,53.4,Weight Training,48,347,9090,128,75,6.8,2.7,1946,2,Intermediate,2026-01-03,26-35,17.780506637889324,Underweight,6-8 hours,2,33.04,Moderate,67,2026,1,January,3,Saturday,True,2026-01
R0384,U040,User_040,37,Male,Multan,175.8,72.3,Cardio,46,393,11834,130,56,6.9,2.8,2709,4,Intermediate,2025-11-16,36-45,23.393788318248706,Normal Weight,6-8 hours,2,45.63,Moderate,49,2025,11,November,16,Sunday,True,2025-11
R0263,U060,User_060,51,Male,Multan,174.7,69.8,Cycling,64,548,9866,142,62,7.5,3.6,2805,3,Intermediate,2025-11-28,46-55,22.870181575480284,Normal Weight,6-8 hours,2,47.8,Moderate,82,2025,11,November,28,Friday,False,2025-11
R0298,U051,User_051,23,Female,Sialkot,169.6,89.4,HIIT,54,556,8191,143,58,6.2,2.4,2966,3,Beginner,2026-03-05,18-25,31.08034442862229,Obese,6-8 hours,1,40.41,Moderate,45,2026,3,March,5,Thursday,False,2026-03
R0299,U070,User_070,43,Female,Lahore,166.0,75.5,Cardio,30,284,9739,112,70,7.1,2.2,2242,3,Beginner,2025-09-03,36-45,27.398751633038177,Overweight,6-8 hours,1,32.29,Moderate,98,2025,9,September,3,Wednesday,False,2025-09
R0060,U021,User_021,37,Female,Lahore,161.0,85.5,Yoga,55,211,9034,134,74,6.1,2.9,2204,2,Beginner,2026-06-22,36-45,32.98483854789553,Obese,6-8 hours,1,29.94,Moderate,34,2026,6,June,22,Monday,False,2026-06
R0112,U003,User_003,35,Female,Peshawar,166.6,73.0,Running,66,674,8164,150,61,8.5,3.2,3090,6,Intermediate,2026-06-22,26-35,26.301036621131047,Overweight,More than 8 hours,2,60.01,Good,28,2026,6,June,22,Monday,False,2026-06
R0276,U089,User_089,45,Female,Lahore,166.7,82.4,Running,53,639,8618,124,67,8.1,3.1,2348,2,Beginner,2026-02-26,36-45,29.652137958730997,Overweight,More than 8 hours,1,42.93,Moderate,61,2026,2,February,26,Thursday,False,2026-02
R0269,U083,User_083,21,Male,Gujranwala,173.0,76.8,Cardio,68,627,12567,131,73,7.1,3.1,2789,2,Beginner,2025-08-10,18-25,25.6607303952688,Overweight,6-8 hours,1,51.7,Good,32,2025,8,August,10,Sunday,True,2025-08
R0412,U041,User_041,34,Male,Lahore,162.0,82.2,Weight Training,75,577,9144,170,67,6.8,4.3,2660,4,Intermediate,2025-12-13,26-35,31.32144490169181,Obese,6-8 hours,2,51.92,Good,6,2025,12,December,13,Saturday,True,2025-12
R0151,U056,User_056,35,Female,Multan,170.9,58.5,HIIT,15,171,5924,100,77,5.2,1.8,1844,3,Intermediate,2025-11-18,26-35,20.029575294255004,Normal Weight,Less than 6 hours,2,15.71,Low,91,2025,11,November,18,Tuesday,False,2025-11
R0206,U001,User_001,35,Male,Multan,169.1,75.0,Running,50,516,12283,138,67,7.3,2.8,2417,5,Professional,2025-12-10,26-35,26.22853587766452,Overweight,6-8 hours,4,54.51,Good,42,2025,12,December,10,Wednesday,False,2025-12
R0039,U023,User_023,34,Male,Lahore,169.5,84.2,Yoga,66,235,13020,154,75,5.8,3.1,3183,6,Intermediate,2026-04-28,26-35,29.307089217810496,Overweight,Less than 6 hours,2,53.27,Good,73,2026,4,April,28,Tuesday,False,2026-04
R0330,U047,User_047,49,Male,Multan,175.2,59.7,Running,57,571,9602,145,66,7.0,3.2,1851,4,Intermediate,2026-04-08,46-55,19.449396384562462,Normal Weight,6-8 hours,2,48.76,Moderate,39,2026,4,April,8,Wednesday,False,2026-04
R0199,U068,User_068,36,Female,Gujranwala,176.8,64.4,Yoga,44,171,7343,128,68,7.1,3.1,2463,4,Intermediate,2026-08-14,36-45,20.602567514997645,Normal Weight,6-8 hours,2,31.6,Moderate,94,2026,8,August,14,Friday,False,2026-08
R0451,U092,User_092,55,Female,Sialkot,156.1,72.2,Cycling,37,347,7322,124,73,4.6,1.8,2613,4,Intermediate,2026-04-14,46-55,29.629982258945528,Overweight,Less than 6 hours,2,30.2,Moderate,87,2026,4,April,14,Tuesday,False,2026-04
R0147,U026,User_026,29,Female,Islamabad,174.0,63.6,Weight Training,68,558,12348,137,70,7.4,3.1,2594,6,Advanced,2026-06-02,26-35,21.00673801030519,Normal Weight,6-8 hours,3,63.39,Good,46,2026,6,June,2,Tuesday,False,2026-06
R0503,U093,User_093,31,Female,Lahore,165.0,73.5,Walking,52,267,11377,150,74,6.3,2.9,2474,4,Intermediate,2025-09-26,26-35,26.997245179063363,Overweight,6-8 hours,2,41.98,Moderate,63,2025,9,September,26,Friday,False,2025-09
R0148,U064,User_064,20,Male,Faisalabad,176.7,63.5,Walking,19,96,3987,106,66,6.8,2.1,2179,2,Beginner,2025-08-14,18-25,20.33764331232631,Normal Weight,6-8 hours,1,10.53,Low,64,2025,8,August,14,Thursday,False,2025-08
R0322,U066,User_066,48,Male,Faisalabad,168.0,75.7,Running,17,185,8001,112,68,7.8,2.0,2848,2,Beginner,2026-04-20,46-55,26.82114512471656,Overweight,6-8 hours,1,21.4,Low,78,2026,4,April,20,Monday,False,2026-04
R0300,U006,User_006,38,Male,Quetta,161.3,81.9,Cycling,56,596,7562,123,66,7.2,4.1,2597,3,Beginner,2026-07-25,36-45,31.47858245678228,Obese,6-8 hours,1,42.41,Moderate,76,2026,7,July,25,Saturday,True,2026-07
R0124,U017,User_017,26,Male,Faisalabad,170.9,63.2,Yoga,64,228,11742,142,77,7.9,3.8,2406,5,Advanced,2026-07-10,26-35,21.638789035844724,Normal Weight,6-8 hours,3,50.47,Good,13,2026,7,July,10,Friday,False,2026-07
R0454,U049,User_049,40,Male,Lahore,164.8,56.9,Cardio,89,695,11671,166,66,6.4,4.9,2832,6,Intermediate,2026-05-21,36-45,20.950666886605706,Normal Weight,6-8 hours,2,68.82,Good,53,2026,5,May,21,Thursday,False,2026-05
R0097,U047,User_047,49,Male,Multan,170.2,59.7,Yoga,44,153,9797,147,62,7.5,3.0,2754,2,Beginner,2026-04-28,46-55,20.608919346976876,Normal Weight,6-8 hours,1,29.66,Moderate,39,2026,4,April,28,Tuesday,False,2026-04
R0144,U041,User_041,34,Male,Lahore,162.0,82.2,Weight Training,66,540,7858,152,66,8.7,3.2,1743,5,Advanced,2026-06-18,26-35,31.32144490169181,Obese,More than 8 hours,3,53.05,Good,6,2026,6,June,18,Thursday,False,2026-06
R0240,U095,User_095,24,Female,Faisalabad,182.0,72.4,Running,39,454,5858,130,72,7.7,3.4,2501,3,Intermediate,2025-08-28,18-25,21.857263615505374,Normal Weight,6-8 hours,2,32.56,Moderate,96,2025,8,August,28,Thursday,False,2025-08
R0332,U088,User_088,25,Female,Karachi,159.8,78.0,Cardio,47,408,11023,128,68,6.9,3.3,2624,3,Beginner,2025-10-25,18-25,30.54506493567522,Obese,6-8 hours,1,41.42,Moderate,77,2025,10,October,25,Saturday,True,2025-10
R0098,U056,User_056,35,Female,Multan,170.9,58.5,Weight Training,73,446,12157,143,67,6.2,3.4,2588,3,Intermediate,2025-09-11,26-35,20.029575294255004,Normal Weight,6-8 hours,2,49.34,Moderate,91,2025,9,September,11,Thursday,False,2025-09
R0417,U075,User_075,37,Female,Rawalpindi,157.7,76.7,Cardio,51,402,9472,127,64,5.8,3.8,2427,6,Advanced,2025-11-22,36-45,30.84125039355768,Obese,Less than 6 hours,3,47.49,Moderate,9,2025,11,November,22,Saturday,True,2025-11
R0369,U097,User_097,33,Male,Karachi,179.5,93.8,Cycling,76,712,9830,132,68,7.0,3.3,2454,4,Intermediate,2026-01-01,26-35,29.112126690512955,Overweight,6-8 hours,2,57.18,Good,74,2026,1,January,1,Thursday,False,2026-01
R0123,U057,User_057,22,Male,Lahore,169.4,73.1,Running,83,868,11708,169,60,7.1,4.3,2656,6,Advanced,2026-06-27,18-25,25.473614075095238,Overweight,6-8 hours,3,73.06,Good,4,2026,6,June,27,Saturday,True,2026-06
R0184,U094,User_094,26,Female,Peshawar,170.2,60.4,Cycling,71,533,9374,141,74,7.1,4.1,2885,3,Beginner,2026-04-22,26-35,20.85056496746069,Normal Weight,6-8 hours,1,47.47,Moderate,11,2026,4,April,22,Wednesday,False,2026-04
R0203,U020,User_020,18,Male,Multan,172.5,61.6,Cycling,69,665,13780,139,59,8.3,3.6,2020,6,Advanced,2025-10-28,18-25,20.70153329132535,Normal Weight,More than 8 hours,3,70.48,Good,5,2025,10,October,28,Tuesday,False,2025-10
R0247,U075,User_075,37,Female,Rawalpindi,157.7,76.7,Cardio,60,497,8790,137,76,7.3,3.9,2389,2,Intermediate,2025-12-12,36-45,30.84125039355768,Obese,6-8 hours,2,39.93,Moderate,9,2025,12,December,12,Friday,False,2025-12
R0321,U086,User_086,43,Male,Multan,168.5,95.0,Cardio,42,367,8670,136,63,7.8,3.3,2802,4,Beginner,2025-09-03,36-45,33.45983499018217,Obese,6-8 hours,1,39.73,Moderate,75,2025,9,September,3,Wednesday,False,2025-09
R0312,U036,User_036,34,Female,Faisalabad,179.2,88.5,Walking,41,200,11480,127,57,8.3,1.8,2383,3,Intermediate,2026-05-09,26-35,27.559241470025515,Overweight,More than 8 hours,2,37.94,Moderate,89,2026,5,May,9,Saturday,True,2026-05
R0370,U060,User_060,51,Male,Multan,174.7,69.8,Weight Training,51,363,7869,122,74,7.3,3.5,2453,2,Beginner,2026-05-31,46-55,22.870181575480284,Normal Weight,6-8 hours,1,32.74,Moderate,82,2026,5,May,31,Sunday,True,2026-05
R0495,U034,User_034,33,Female,Quetta,195.0,69.0,HIIT,38,463,6494,129,61,5.8,3.1,2315,4,Beginner,2026-01-17,26-35,18.14595660749507,Underweight,Less than 6 hours,1,33.87,Moderate,56,2026,1,January,17,Saturday,True,2026-01
R0418,U038,User_038,61,Male,Quetta,174.9,84.2,Weight Training,50,327,8272,117,78,8.4,2.0,2396,2,Beginner,2025-12-17,56+,27.525326078677317,Overweight,More than 8 hours,1,34.18,Moderate,80,2025,12,December,17,Wednesday,False,2025-12
R0297,U039,User_039,32,Female,Lahore,166.2,91.6,Cycling,49,459,9860,116,74,6.6,2.8,2423,3,Intermediate,2026-06-15,26-35,33.161444101245216,Obese,6-8 hours,2,40.53,Moderate,90,2026,6,June,15,Monday,False,2026-06
R0126,U090,User_090,39,Male,Multan,157.8,66.0,Weight Training,57,438,7320,143,64,6.3,3.3,2793,5,Intermediate,2026-06-04,36-45,26.505129947423455,Overweight,6-8 hours,2,43.34,Moderate,65,2026,6,June,4,Thursday,False,2026-06
R0317,U027,User_027,30,Male,Multan,178.7,83.2,Cycling,59,578,10889,135,71,7.1,3.1,3170,2,Intermediate,2026-04-25,26-35,26.053988749812504,Overweight,6-8 hours,2,45.28,Moderate,23,2026,4,April,25,Saturday,True,2026-04
R0224,U002,User_002,31,Female,Islamabad,182.1,63.0,Yoga,48,178,8471,124,73,6.3,3.5,2095,2,Beginner,2026-03-14,26-35,18.99855882360924,Normal Weight,6-8 hours,1,26.77,Moderate,72,2026,3,March,14,Saturday,True,2026-03
R0441,U026,User_026,29,Female,Islamabad,174.0,63.6,Cycling,50,424,10354,126,70,6.2,2.8,2543,3,Advanced,2026-05-24,26-35,21.00673801030519,Normal Weight,6-8 hours,3,40.11,Moderate,46,2026,5,May,24,Sunday,True,2026-05
R0220,U005,User_005,32,Male,Gujranwala,174.6,73.7,Cardio,70,623,8196,143,70,7.9,2.9,2501,5,Intermediate,2026-04-29,26-35,24.175697290091314,Normal Weight,6-8 hours,2,55.36,Good,59,2026,4,April,29,Wednesday,False,2026-04
R0130,U013,User_013,28,Female,Gujranwala,161.4,76.2,Swimming,47,374,9859,107,71,7.6,3.1,2597,5,Beginner,2026-04-11,26-35,29.251484455254438,Overweight,6-8 hours,1,46.25,Moderate,95,2026,4,April,11,Saturday,True,2026-04
R0443,U085,User_085,23,Male,Multan,160.7,79.8,Weight Training,65,484,9788,143,75,7.7,2.8,2342,2,Beginner,2026-07-25,18-25,30.900900656702223,Obese,6-8 hours,1,43.27,Moderate,92,2026,7,July,25,Saturday,True,2026-07
R0302,U007,User_007,50,Male,Multan,159.4,95.8,Yoga,72,221,6619,118,64,7.5,2.9,2708,5,Intermediate,2025-12-06,46-55,37.704125728697164,Obese,6-8 hours,2,42.05,Moderate,18,2025,12,December,6,Saturday,True,2025-12
R0406,U053,User_053,35,Female,Lahore,162.6,81.4,HIIT,67,706,10274,150,64,8.2,4.1,2442,7,Advanced,2025-11-03,26-35,30.788130759536383,Obese,More than 8 hours,3,67.77,Good,25,2025,11,November,3,Monday,False,2025-11
R0398,U063,User_063,43,Female,Peshawar,163.0,78.2,Cardio,63,422,9476,133,70,7.2,3.7,2489,7,Professional,2026-02-18,36-45,29.43279762128797,Overweight,6-8 hours,4,56.48,Good,54,2026,2,February,18,Wednesday,False,2026-02
R0429,U054,User_054,28,Female,Faisalabad,175.1,81.4,Walking,56,253,11257,138,62,7.3,3.4,2468,6,Advanced,2026-01-11,26-35,26.549241177677377,Overweight,6-8 hours,3,50.68,Good,12,2026,1,January,11,Sunday,True,2026-01
R0374,U068,User_068,36,Female,Gujranwala,176.8,64.4,Cardio,44,369,5816,124,70,5.3,3.4,2439,2,Beginner,2025-08-08,36-45,20.602567514997645,Normal Weight,Less than 6 hours,1,24.12,Low,94,2025,8,August,8,Friday,False,2025-08
R0308,U029,User_029,32,Female,Islamabad,156.6,71.7,Yoga,49,136,9492,125,66,7.1,2.8,2809,4,Beginner,2026-04-09,26-35,29.237190685202318,Overweight,6-8 hours,1,35.83,Moderate,55,2026,4,April,9,Thursday,False,2026-04
R0295,U053,User_053,35,Female,Lahore,162.6,81.4,Yoga,26,94,7163,111,70,6.4,2.3,2357,2,Beginner,2026-08-01,26-35,30.788130759536383,Obese,6-8 hours,1,17.28,Low,25,2026,8,August,1,Saturday,True,2026-08
R0458,U013,User_013,28,Female,Gujranwala,161.4,76.2,Yoga,37,130,9211,120,79,7.0,2.8,2155,2,Beginner,2025-11-23,26-35,29.251484455254438,Overweight,6-8 hours,1,25.53,Moderate,95,2025,11,November,23,Sunday,True,2025-11
R0357,U006,User_006,38,Male,Quetta,161.3,81.9,HIIT,59,699,7336,122,70,6.6,3.7,2237,4,Intermediate,2026-06-14,36-45,31.47858245678228,Obese,6-8 hours,2,47.63,Moderate,76,2026,6,June,14,Sunday,True,2026-06
R0113,U023,User_023,34,Male,Lahore,169.5,84.2,Cardio,42,376,5338,129,71,6.0,2.1,2490,3,Beginner,2025-10-13,26-35,29.307089217810496,Overweight,Less than 6 hours,1,27.46,Moderate,73,2025,10,October,13,Monday,False,2025-10
R0180,U075,User_075,37,Female,Rawalpindi,157.7,76.7,Swimming,84,851,7932,156,59,8.1,4.4,2882,5,Intermediate,2026-07-08,36-45,30.84125039355768,Obese,More than 8 hours,2,64.26,Good,9,2026,7,July,8,Wednesday,False,2026-07
R0323,U010,User_010,28,Female,Quetta,175.4,45.0,HIIT,54,617,11268,148,70,7.9,2.6,2458,5,Advanced,2026-07-31,26-35,14.62693514351949,Underweight,6-8 hours,3,57.15,Good,15,2026,7,July,31,Friday,False,2026-07
R0356,U038,User_038,61,Male,Quetta,174.9,84.2,Running,26,284,6877,119,62,5.3,2.2,2266,3,Beginner,2026-06-18,56+,27.525326078677317,Overweight,Less than 6 hours,1,23.06,Low,80,2026,6,June,18,Thursday,False,2026-06
R0347,U036,User_036,34,Female,Faisalabad,179.2,88.5,Weight Training,62,499,8524,137,76,7.5,3.5,2161,2,Beginner,2025-09-28,26-35,27.559241470025515,Overweight,6-8 hours,1,40.29,Moderate,89,2025,9,September,28,Sunday,True,2025-09
R0510,U059,User_059,24,Male,Faisalabad,188.3,86.6,Cardio,37,222,10291,129,61,8.3,3.0,2183,6,Advanced,2026-03-06,18-25,24.42402590864568,Normal Weight,More than 8 hours,3,45.37,Moderate,85,2026,3,March,6,Friday,False,2026-03
R0394,U054,User_054,28,Female,Faisalabad,175.1,81.4,HIIT,63,625,10190,143,64,6.5,3.3,2286,4,Advanced,2025-11-30,26-35,26.549241177677377,Overweight,6-8 hours,3,51.77,Good,12,2025,11,November,30,Sunday,True,2025-11
R0234,U075,User_075,37,Female,Rawalpindi,157.7,76.7,Running,66,647,10839,135,64,8.2,3.0,2719,4,Intermediate,2026-07-17,36-45,30.84125039355768,Obese,More than 8 hours,2,57.08,Good,9,2026,7,July,17,Friday,False,2026-07
R0472,U016,User_016,45,Male,Karachi,176.7,64.6,Swimming,23,218,10385,115,75,6.2,2.9,2142,2,Beginner,2026-06-07,36-45,20.689948944508338,Normal Weight,6-8 hours,1,25.33,Moderate,79,2026,6,June,7,Sunday,True,2026-06
R0477,U078,User_078,37,Male,Quetta,178.3,69.6,HIIT,50,570,8679,128,73,8.9,3.4,2142,3,Beginner,2026-06-04,36-45,21.89306433383903,Normal Weight,More than 8 hours,1,45.27,Moderate,30,2026,6,June,4,Thursday,False,2026-06
R0165,U094,User_094,26,Female,Peshawar,170.2,60.4,Running,64,535,10244,129,64,6.9,4.0,2032,7,Advanced,2025-11-13,26-35,20.85056496746069,Normal Weight,6-8 hours,3,60.49,Good,11,2025,11,November,13,Thursday,False,2025-11
R0318,U055,User_055,18,Female,Peshawar,162.4,71.8,Running,66,798,8419,157,81,6.3,4.2,2659,4,Beginner,2026-05-25,18-25,27.224028731587758,Overweight,6-8 hours,1,53.26,Good,43,2026,5,May,25,Monday,False,2026-05
